Site,Site_Code,Tray,Tray_Code,Class,Month,Day,Exp_Day,Sex,Num_Emerge
8,S3,3,S3T3,suburban,10,16,20,M,3
8,S3,3,S3T3,suburban,10,16,20,F,1
8,S3,4,S3T4,suburban,10,16,20,M,2
8,S3,4,S3T4,suburban,10,16,20,F,0
9,R3,3,R3T3,rural,10,16,20,M,2
9,R3,3,R3T3,rural,10,16,20,F,4
2,R2,1,R2T1,rural,10,16,20,M,3
2,R2,1,R2T1,rural,10,16,20,F,2
7,U2,1,U2T1,urban,10,16,20,M,9
7,U2,1,U2T1,urban,10,16,20,F,2
7,U2,2,U2T2,urban,10,16,20,M,2
7,U2,2,U2T2,urban,10,16,20,F,1
7,U2,3,U2T3,urban,10,16,20,M,2
7,U2,3,U2T3,urban,10,16,20,F,4
7,U2,4,U2T4,urban,10,16,20,M,1
7,U2,4,U2T4,urban,10,16,20,F,9
3,S1,1,S1T1,suburban,10,16,20,M,1
3,S1,1,S1T1,suburban,10,16,20,F,0
3,S1,2,S1T2,suburban,10,16,20,M,5
3,S1,2,S1T2,suburban,10,16,20,F,0
3,S1,3,S1T3,suburban,10,16,20,M,1
3,S1,3,S1T3,suburban,10,16,20,F,0
3,S1,4,S1T4,suburban,10,16,20,M,0
3,S1,4,S1T4,suburban,10,16,20,F,0
4,U1,1,U1T1,urban,10,16,20,M,1
4,U1,1,U1T1,urban,10,16,20,F,0
4,U1,2,U1T2,urban,10,16,20,M,6
4,U1,2,U1T2,urban,10,16,20,F,1
4,U1,3,U1T3,urban,10,16,20,M,1
4,U1,3,U1T3,urban,10,16,20,F,0
1,U3,1,U3T1,urban,10,16,20,M,0
1,U3,1,U3T1,urban,10,16,20,F,0
1,U3,2,U3T2,urban,10,16,20,M,5
1,U3,2,U3T2,urban,10,16,20,F,1
1,U3,3,U3T3,urban,10,16,20,M,3
1,U3,3,U3T3,urban,10,16,20,F,0
1,U3,4,U3T4,urban,10,16,20,M,0
1,U3,4,U3T4,urban,10,16,20,F,0
7,U2,1,U2T1,urban,10,17,21,M,5
7,U2,2,U2T2,urban,10,17,21,M,2
7,U2,3,U2T3,urban,10,17,21,M,1
7,U2,3,U2T3,urban,10,17,21,F,3
7,U2,4,U2T4,urban,10,17,21,F,4
7,U2,4,U2T4,urban,10,17,21,M,1
5,S2,1,S2T1,suburban,10,17,21,M,7
5,S2,2,S2T2,suburban,10,17,21,M,1
4,U1,1,U1T1,urban,10,17,21,M,6
4,U1,1,U1T1,urban,10,17,21,F,1
4,U1,2,U1T2,urban,10,17,21,M,1
4,U1,2,U1T2,urban,10,17,21,F,6
6,R1,1,R1T1,rural,10,17,21,M,5
6,R1,3,R1T3,rural,10,17,21,M,7
6,R1,4,R1T4,rural,10,17,21,M,3
8,S3,1,S3T1,suburban,10,17,21,F,1
8,S3,1,S3T1,suburban,10,17,21,M,1
8,S3,2,S3T2,suburban,10,17,21,F,2
8,S3,2,S3T2,suburban,10,17,21,M,1
8,S3,3,S3T3,suburban,10,17,21,F,7
8,S3,4,S3T4,suburban,10,17,21,F,2
8,S3,4,S3T4,suburban,10,17,21,M,1
1,U3,1,U3T1,urban,10,17,21,M,5
1,U3,1,U3T1,urban,10,17,21,F,0
1,U3,2,U3T2,urban,10,17,21,M,5
1,U3,2,U3T2,urban,10,17,21,F,2
1,U3,3,U3T3,urban,10,17,21,M,4
1,U3,3,U3T3,urban,10,17,21,F,0
2,R2,1,R2T1,rural,10,17,21,M,3
2,R2,1,R2T1,rural,10,17,21,F,3
9,R3,3,R3T3,rural,10,17,21,M,4
9,R3,3,R3T3,rural,10,17,21,F,6
3,S1,1,S1T1,suburban,10,17,21,M,1
3,S1,1,S1T1,suburban,10,17,21,F,1
3,S1,2,S1T2,suburban,10,17,21,M,1
3,S1,2,S1T2,suburban,10,17,21,F,2
3,S1,3,S1T3,suburban,10,17,21,M,1
3,S1,3,S1T3,suburban,10,17,21,F,1
3,S1,1,S1T1,suburban,10,18,22,M,1
3,S1,1,S1T1,suburban,10,18,22,F,1
3,S1,2,S1T2,suburban,10,18,22,M,6
3,S1,2,S1T2,suburban,10,18,22,F,3
3,S1,3,S1T3,suburban,10,18,22,M,0
3,S1,3,S1T3,suburban,10,18,22,F,1
9,R3,2,R3T2,rural,10,18,22,F,1
1,U3,1,U3T1,urban,10,18,22,M,3
1,U3,1,U3T1,urban,10,18,22,F,1
1,U3,2,U3T2,urban,10,18,22,M,1
1,U3,2,U3T2,urban,10,18,22,F,5
1,U3,3,U3T3,urban,10,18,22,M,5
1,U3,3,U3T3,urban,10,18,22,F,2
2,R2,1,R2T1,rural,10,18,22,M,4
2,R2,1,R2T1,rural,10,18,22,F,4
5,S2,1,S2T1,suburban,10,18,22,M,3
5,S2,1,S2T1,suburban,10,18,22,F,2
5,S2,2,S2T2,suburban,10,18,22,M,1
6,R1,1,R1T1,rural,10,18,22,M,6
6,R1,1,R1T1,rural,10,18,22,F,0
6,R1,2,R1T2,rural,10,18,22,M,3
6,R1,2,R1T2,rural,10,18,22,F,0
6,R1,3,R1T3,rural,10,18,22,M,1
6,R1,3,R1T3,rural,10,18,22,F,0
6,R1,4,R1T4,rural,10,18,22,M,2
6,R1,4,R1T4,rural,10,18,22,F,0
4,U1,1,U1T1,urban,10,18,22,M,3
4,U1,1,U1T1,urban,10,18,22,F,6
4,U1,2,U1T2,urban,10,18,22,M,0
4,U1,2,U1T2,urban,10,18,22,F,1
7,U2,1,U2T1,urban,10,18,22,F,2
7,U2,1,U2T1,urban,10,18,22,M,3
7,U2,2,U2T2,urban,10,18,22,M,5
7,U2,3,U2T3,urban,10,18,22,M,2
7,U2,3,U2T3,urban,10,18,22,F,2
7,U2,4,U2T4,urban,10,18,22,F,4
7,U2,4,U2T4,urban,10,18,22,M,1
8,S3,1,S3T1,suburban,10,18,22,F,6
8,S3,1,S3T1,suburban,10,18,22,M,5
8,S3,2,S3T2,suburban,10,18,22,F,6
8,S3,2,S3T2,suburban,10,18,22,M,2
8,S3,3,S3T3,suburban,10,18,22,F,1
8,S3,3,S3T3,suburban,10,18,22,M,1
8,S3,4,S3T4,suburban,10,18,22,M,2
8,S3,4,S3T4,suburban,10,18,22,F,1
9,R3,2,R3T2,rural,10,19,23,M,1
9,R3,2,R3T2,rural,10,19,23,F,1
9,R3,3,R3T3,rural,10,19,23,M,1
9,R3,3,R3T3,rural,10,19,23,F,4
1,U3,1,U3T1,urban,10,19,23,M,2
1,U3,1,U3T1,urban,10,19,23,F,0
1,U3,2,U3T2,urban,10,19,23,M,2
1,U3,2,U3T2,urban,10,19,23,F,0
1,U3,3,U3T3,urban,10,19,23,M,3
1,U3,3,U3T3,urban,10,19,23,F,4
2,R2,1,R2T1,rural,10,19,23,M,3
2,R2,1,R2T1,rural,10,19,23,F,3
2,R2,2,R2T2,rural,10,19,23,M,2
2,R2,2,R2T2,rural,10,19,23,F,0
2,R2,3,R2T2,rural,10,19,23,M,1
2,R2,3,R2T3,rural,10,19,23,F,0
3,S1,1,S1T1,suburban,10,19,23,M,3
3,S1,1,S1T1,suburban,10,19,23,F,3
3,S1,2,S1T2,suburban,10,19,23,M,3
3,S1,2,S1T2,suburban,10,19,23,F,4
3,S1,3,S1T3,suburban,10,19,23,M,1
3,S1,3,S1T3,suburban,10,19,23,F,1
7,U2,1,U2T1,urban,10,19,23,M,4
7,U2,1,U2T1,urban,10,19,23,F,3
7,U2,2,U2T2,urban,10,19,23,M,3
7,U2,2,U2T2,urban,10,19,23,F,2
7,U2,3,U2T3,urban,10,19,23,F,4
7,U2,4,U2T4,urban,10,19,23,F,2
4,U1,1,U1T1,urban,10,19,23,F,2
4,U1,1,U1T1,urban,10,19,23,M,1
4,U1,2,U1T2,urban,10,19,23,F,6
4,U1,2,U1T2,urban,10,19,23,M,3
4,U1,3,U1T3,urban,10,19,23,M,1
8,S3,2,S3T2,suburban,10,19,23,M,1
8,S3,1,S3T1,suburban,10,19,23,F,1
8,S3,4,S3T4,suburban,10,19,23,M,2
8,S3,1,S3T1,suburban,10,19,23,F,3
8,S3,2,S3T2,suburban,10,19,23,F,4
8,S3,2,S3T2,suburban,10,19,23,M,1
8,S3,3,S3T3,suburban,10,19,23,F,3
8,S3,3,S3T3,suburban,10,19,23,M,2
8,S3,4,S3T4,suburban,10,19,23,F,5
8,S3,4,S3T4,suburban,10,19,23,M,1
6,R1,1,R1T1,rural,10,19,23,F,1
6,R1,2,R1T2,rural,10,19,23,F,2
6,R1,3,R1T3,rural,10,19,23,F,1
1,U3,1,U3T1,urban,10,20,24,M,0
1,U3,1,U3T1,urban,10,20,24,F,5
1,U3,2,U3T2,urban,10,20,24,M,0
1,U3,2,U3T2,urban,10,20,24,F,3
1,U3,3,U3T3,urban,10,20,24,M,3
1,U3,3,U3T3,urban,10,20,24,F,5
1,U3,4,U3T4,urban,10,20,24,M,1
1,U3,4,U3T4,urban,10,20,24,F,0
2,R2,1,R2T1,rural,10,20,24,M,4
2,R2,1,R2T1,rural,10,20,24,F,1
2,R2,2,R2T2,rural,10,20,24,M,1
2,R2,2,R2T2,rural,10,20,24,F,1
2,R2,3,R2T3,rural,10,20,24,M,0
2,R2,3,R2T3,rural,10,20,24,F,2
3,S1,1,S1T1,suburban,10,20,24,M,2
3,S1,1,S1T1,suburban,10,20,24,F,1
3,S1,2,S1T2,suburban,10,20,24,M,4
3,S1,2,S1T2,suburban,10,20,24,F,4
3,S1,3,S1T3,suburban,10,20,24,M,0
3,S1,3,S1T3,suburban,10,20,24,F,4
9,R3,2,R3T2,rural,10,20,24,M,4
9,R3,2,R3T2,rural,10,20,24,F,3
9,R3,3,R3T3,rural,10,20,24,M,3
9,R3,3,R3T3,rural,10,20,24,F,4
9,R3,4,R3T4,rural,10,20,24,M,0
9,R3,4,R3T4,rural,10,20,24,F,1
7,U2,1,U2T1,urban,10,20,24,M,4
7,U2,1,U2T1,urban,10,20,24,F,3
7,U2,2,U2T2,urban,10,20,24,M,5
7,U2,2,U2T2,urban,10,20,24,F,2
7,U2,3,U2T3,urban,10,20,24,F,1
7,U2,4,U2T4,urban,10,20,24,F,1
4,U1,1,U1T1,urban,10,20,24,M,4
4,U1,1,U1T1,urban,10,20,24,F,6
4,U1,2,U1T2,urban,10,20,24,F,3
4,U1,2,U1T2,urban,10,20,24,M,1
4,U1,3,U1T3,urban,10,20,24,M,1
4,U1,3,U1T3,urban,10,20,24,F,1
6,R1,1,R1T1,rural,10,20,24,M,5
6,R1,1,R1T1,rural,10,20,24,F,1
6,R1,2,R1T2,rural,10,20,24,F,2
6,R1,2,R1T2,rural,10,20,24,M,2
6,R1,3,R1T3,rural,10,20,24,M,2
6,R1,4,R1T4,rural,10,20,24,M,1
6,R1,4,R1T4,rural,10,20,24,F,1
5,S2,1,S2T1,suburban,10,20,24,M,3
5,S2,4,S2T4,suburban,10,20,24,M,1
5,S2,2,S2T2,suburban,10,20,24,M,4
5,S2,2,S2T2,suburban,10,20,24,F,2
8,S3,1,S3T1,suburban,10,20,24,F,4
8,S3,1,S3T1,suburban,10,20,24,M,1
8,S3,2,S3T2,suburban,10,20,24,F,8
8,S3,3,S3T3,suburban,10,20,24,F,8
8,S3,4,S3T4,suburban,10,20,24,M,4
8,S3,4,S3T4,suburban,10,20,24,F,2
2,R2,4,R2T4,rural,10,20,24,F,0
5,S2,3,S2T3,suburban,10,20,24,F,0
5,S2,4,S2T4,suburban,10,20,24,F,0
4,U1,4,U1T4,urban,10,20,24,F,0
7,U2,1,U2T1,urban,10,21,25,F,4
7,U2,1,U2T1,urban,10,21,25,M,2
7,U2,2,U2T2,urban,10,21,25,M,3
7,U2,2,U2T2,urban,10,21,25,F,2
7,U2,4,U2T4,urban,10,21,25,M,1
7,U2,4,U2T4,urban,10,21,25,F,1
4,U1,2,U1T2,urban,10,21,25,F,3
4,U1,2,U1T2,urban,10,21,25,M,2
4,U1,1,U1T1,urban,10,21,25,F,5
4,U1,1,U1T1,urban,10,21,25,M,3
8,S3,1,S3T1,suburban,10,21,25,F,2
8,S3,2,S3T2,suburban,10,21,25,F,2
8,S3,3,S3T3,suburban,10,21,25,F,2
8,S3,4,S3T4,suburban,10,21,25,F,4
5,S2,1,S2T1,suburban,10,21,25,M,3
5,S2,1,S2T1,suburban,10,21,25,F,0
5,S2,2,S2T2,suburban,10,21,25,F,1
6,R1,1,R1T1,rural,10,21,25,F,2
6,R1,1,R1T1,rural,10,21,25,M,2
6,R1,2,R1T2,rural,10,21,25,M,1
6,R1,2,R1T2,rural,10,21,25,F,1
6,R1,3,R1T3,rural,10,21,25,M,3
6,R1,4,R1T4,rural,10,21,25,F,1
6,R1,4,R1T4,rural,10,21,25,M,1
3,S1,1,S1T1,suburban,10,21,25,M,3
3,S1,1,S1T1,suburban,10,21,25,F,4
3,S1,2,S1T2,suburban,10,21,25,M,0
3,S1,2,S1T2,suburban,10,21,25,F,4
3,S1,3,S1T3,suburban,10,21,25,M,3
3,S1,3,S1T3,suburban,10,21,25,F,2
3,S1,4,S1T4,suburban,10,21,25,M,1
3,S1,4,S1T4,suburban,10,21,25,F,2
1,U3,1,U3T1,urban,10,21,25,M,2
1,U3,1,U3T1,urban,10,21,25,F,1
1,U3,2,U3T2,urban,10,21,25,M,0
1,U3,2,U3T2,urban,10,21,25,F,2
1,U3,3,U3T3,urban,10,21,25,M,2
1,U3,3,U3T3,urban,10,21,25,F,2
2,R2,1,R2T1,rural,10,21,25,M,1
2,R2,1,R2T1,rural,10,21,25,F,5
2,R2,2,R2T2,rural,10,21,25,M,1
2,R2,2,R2T2,rural,10,21,25,F,2
2,R2,3,R2T3,rural,10,21,25,M,1
2,R2,3,R2T3,rural,10,21,25,F,0
9,R3,1,R3T1,rural,10,21,25,M,1
9,R3,1,R3T1,rural,10,21,25,F,1
9,R3,2,R3T2,rural,10,21,25,M,1
9,R3,2,R3T2,rural,10,21,25,F,1
9,R3,4,R3T4,rural,10,21,25,M,1
9,R3,4,R3T4,rural,10,21,25,F,2
5,S2,1,S2T1,suburban,10,22,26,F,1
5,S2,4,S2T4,suburban,10,22,26,M,1
8,S3,1,S3T1,suburban,10,22,26,F,2
8,S3,4,S3T4,suburban,10,22,26,F,1
8,S3,4,S3T4,suburban,10,22,26,M,1
7,U2,1,U2T1,urban,10,22,26,F,3
7,U2,2,U2T2,urban,10,22,26,F,1
7,U2,2,U2T2,urban,10,22,26,M,1
4,U1,1,U1T1,urban,10,22,26,M,1
4,U1,3,U1T3,urban,10,22,26,F,1
4,U1,3,U1T3,urban,10,22,26,F,1
1,U3,1,U3T1,urban,10,22,26,M,1
6,R1,2,R1T2,rural,10,22,26,F,1
6,R1,3,R1T3,rural,10,22,26,F,2
6,R1,3,R1T3,rural,10,22,26,M,1
6,R1,4,R1T4,rural,10,22,26,F,2
6,R1,1,R1T1,rural,10,22,26,F,1
2,R2,1,R2T1,rural,10,22,26,M,1
2,R2,2,R2T2,rural,10,22,26,F,1
9,R3,1,R3T1,rural,10,22,26,F,1
9,R3,2,R3T2,rural,10,22,26,M,2
9,R3,3,R3T3,rural,10,22,26,F,1
5,S2,1,S2T1,suburban,10,23,27,F,2
2,R2,2,R2T2,rural,10,23,27,F,1
3,S1,1,S1T1,suburban,10,23,27,M,0
3,S1,1,S1T1,suburban,10,23,27,F,1
3,S1,2,S1T2,suburban,10,23,27,M,1
3,S1,2,S1T2,suburban,10,23,27,F,0
3,S1,3,S1T3,suburban,10,23,27,M,2
3,S1,3,S1T3,suburban,10,23,27,F,1
6,R1,1,R1T1,rural,10,23,27,M,0
6,R1,1,R1T1,rural,10,23,27,F,1
6,R1,3,R1T3,rural,10,23,27,M,1
6,R1,4,R1T4,rural,10,23,27,F,1
6,R1,4,R1T4,rural,10,23,27,M,3
9,R3,2,R3T2,rural,10,23,27,M,2
9,R3,2,R3T2,rural,10,23,27,F,2
9,R3,4,R3T4,rural,10,23,27,M,1
9,R3,4,R3T4,rural,10,23,27,F,1
1,U3,1,U3T1,urban,10,23,27,M,1
1,U3,1,U3T1,urban,10,23,27,F,0
1,U3,2,U3T2,urban,10,23,27,M,1
1,U3,2,U3T2,urban,10,23,27,F,0
1,U3,3,U3T3,urban,10,23,27,M,0
1,U3,3,U3T3,urban,10,23,27,F,1
8,S3,2,S3T2,suburban,10,23,27,M,1
8,S3,3,S3T3,suburban,10,23,27,M,1
8,S3,3,S3T3,suburban,10,23,27,F,2
8,S3,4,S3T4,suburban,10,23,27,M,0
8,S3,4,S3T4,suburban,10,23,27,F,3
7,U2,1,U2T1,urban,10,23,27,M,0
7,U2,1,U2T1,urban,10,23,27,F,1
7,U2,2,U2T2,urban,10,23,27,M,0
7,U2,2,U2T2,urban,10,23,27,F,2
1,U3,2,U3T2,urban,10,24,28,M,1
1,U3,2,U3T2,urban,10,24,28,F,1
1,U3,3,U3T3,urban,10,24,28,M,0
1,U3,3,U3T3,urban,10,24,28,F,1
3,S1,1,S1T1,suburban,10,24,28,M,1
3,S1,1,S1T1,suburban,10,24,28,F,1
2,R2,1,R2T1,rural,10,24,28,M,1
9,R3,2,R3T2,rural,10,24,28,M,1
9,R3,2,R3T2,rural,10,24,28,F,1
9,R3,4,R3T4,rural,10,24,28,M,1
9,R3,4,R3T4,rural,10,24,28,F,1
6,R1,3,R1T3,rural,10,24,28,F,1
6,R1,2,R1T2,rural,10,24,28,F,2
6,R1,4,R1T4,rural,10,24,28,F,2
7,U2,2,U2T2,urban,10,24,28,M,1
3,S1,1,S1T1,suburban,10,25,29,M,0
3,S1,1,S1T1,suburban,10,25,29,F,1
3,S1,2,S1T2,suburban,10,25,29,M,0
3,S1,2,S1T2,suburban,10,25,29,F,2
3,S1,3,S1T3,suburban,10,25,29,M,0
3,S1,3,S1T3,suburban,10,25,29,F,2
9,R3,2,R3T2,rural,10,25,29,F,1
1,U3,2,U3T2,urban,10,25,29,M,1
2,R2,1,R2T1,rural,10,25,29,M,1
2,R2,1,R2T1,rural,10,25,29,F,3
2,R2,2,R2T2,rural,10,25,29,M,1
2,R2,2,R2T2,rural,10,25,29,F,2
2,R2,3,R2T3,rural,10,25,29,M,1
2,R2,3,R2T3,rural,10,25,29,F,1
9,R3,2,R3T2,rural,10,26,30,F,2
7,U2,1,U2T1,urban,10,26,30,M,1
7,U2,1,U2T1,urban,10,26,30,F,2
7,U2,3,U2T3,urban,10,26,30,F,1
8,S3,1,S3T1,suburban,10,26,30,F,1
1,U3,1,U3T1,urban,10,26,30,F,1
1,U3,2,U3T2,urban,10,26,30,F,2
9,R3,4,R3T4,rural,10,26,31,M,1
9,R3,4,R3T4,rural,10,26,31,F,1
8,S3,1,S3T1,suburban,10,26,31,F,1
8,S3,4,S3T4,suburban,10,26,31,M,2
8,S3,4,S3T4,suburban,10,26,31,F,2
2,R2,1,R2T1,rural,10,26,31,M,2
2,R2,1,R2T1,rural,10,26,31,F,0
6,R1,1,R1T1,rural,10,26,31,M,2
6,R1,1,R1T1,rural,10,26,31,F,1
6,R1,3,R1T3,rural,10,26,31,M,1
6,R1,4,R1T4,rural,10,26,31,M,2
6,R1,4,R1T4,rural,10,26,31,F,2
3,S1,2,S1T2,suburban,10,26,31,F,2
4,U1,1,U1T1,urban,10,27,31,M,1
4,U1,1,U1T1,urban,10,27,31,F,3
7,U2,1,U2T1,urban,10,27,31,F,2
7,U2,2,U2T2,urban,10,27,31,M,1
7,U2,2,U2T2,urban,10,27,31,F,2
1,U3,1,U3T1,urban,10,27,31,F,1
1,U3,3,U3T3,urban,10,27,31,M,1
9,R3,2,R3T2,rural,10,28,32,F,1
9,R3,3,R3T3,rural,10,28,32,F,1
9,R3,4,R3T4,rural,10,28,32,F,3
5,S2,1,S2T1,suburban,10,28,32,F,1
5,S2,2,S2T2,suburban,10,28,32,F,1
4,U1,1,U1T1,urban,10,28,32,F,1
4,U1,1,U1T1,urban,10,28,32,M,2
1,U3,1,U3T1,urban,10,28,32,F,3
1,U3,2,U3T2,urban,10,28,32,F,1
1,U3,3,U3T3,urban,10,28,32,M,1
1,U3,3,U3T3,urban,10,28,32,F,3
6,R1,1,R1T1,rural,10,28,32,M,1
6,R1,1,R1T1,rural,10,28,32,F,1
6,R1,2,R1T2,rural,10,28,32,M,0
6,R1,2,R1T2,rural,10,28,32,F,5
6,R1,3,R1T3,rural,10,28,32,M,1
6,R1,3,R1T3,rural,10,28,32,F,0
6,R1,4,R1T4,rural,10,28,32,M,1
6,R1,4,R1T4,rural,10,28,32,F,2
3,S1,3,S1T3,suburban,10,29,33,F,1
2,R2,1,R2T1,rural,10,29,33,F,1
9,R3,4,R3T4,rural,10,29,33,M,1
9,R3,4,R3T4,rural,10,29,33,F,2
7,U2,2,U2T2,urban,10,29,33,M,1
1,U3,3,U3T3,urban,10,29,33,M,1
5,S2,2,S2T2,suburban,10,29,33,M,1
5,S2,3,S2T3,suburban,10,29,33,M,1
5,S2,4,S2T4,suburban,10,29,33,M,3
5,S2,4,S2T4,suburban,10,29,33,F,2
4,U1,2,U1T2,urban,10,29,33,M,1
4,U1,3,U1T3,urban,10,29,33,M,1
6,R1,1,R1T1,rural,10,29,33,M,2
6,R1,1,R1T1,rural,10,29,33,F,3
6,R1,2,R1T2,rural,10,29,33,M,1
6,R1,2,R1T2,rural,10,29,33,F,0
6,R1,3,R1T3,rural,10,29,33,M,1
6,R1,3,R1T3,rural,10,29,33,F,2
8,S3,1,S3T1,suburban,10,29,33,M,0
8,S3,1,S3T1,suburban,10,29,33,F,1
8,S3,2,S3T2,suburban,10,29,33,M,2
8,S3,2,S3T2,suburban,10,29,33,F,0
8,S3,3,S3T3,suburban,10,29,33,M,0
8,S3,3,S3T3,suburban,10,29,33,F,1
8,S3,4,S3T4,suburban,10,29,33,M,1
8,S3,4,S3T4,suburban,10,29,33,F,1
1,U3,1,U3T1,urban,10,30,34,M,1
1,U3,1,U3T1,urban,10,30,34,F,2
9,R3,2,R3T2,rural,10,30,34,F,2
9,R3,4,R3T4,rural,10,30,34,F,2
7,U2,2,U2T2,urban,10,30,34,M,1
3,S1,1,S1T1,suburban,10,30,34,M,1
3,S1,1,S1T1,suburban,10,30,34,F,0
3,S1,2,S1T2,suburban,10,30,34,M,0
3,S1,2,S1T2,suburban,10,30,34,F,1
2,R2,1,R2T1,rural,10,30,34,F,2
2,R2,3,R2T3,rural,10,30,34,M,1
6,R1,1,R1T1,rural,10,30,34,M,1
6,R1,1,R1T1,rural,10,30,34,F,0
6,R1,2,R1T2,rural,10,30,34,M,2
6,R1,2,R1T2,rural,10,30,34,F,0
6,R1,4,R1T4,rural,10,30,34,F,1
6,R1,2,R1T2,rural,10,25,29,M,1
6,R1,3,R1T3,rural,10,25,29,F,1
6,R1,3,R1T3,rural,10,25,29,M,2
6,R1,4,R1T4,rural,10,25,29,M,1
6,R1,4,R1T4,rural,10,25,29,F,1
5,S2,1,S2T1,suburban,10,25,29,F,1
5,S2,1,S2T1,suburban,10,25,29,M,1
5,S2,2,S2T2,suburban,10,25,29,M,1
8,S3,1,S3T1,suburban,10,25,29,F,2
8,S3,3,S3T3,suburban,10,25,29,F,1
8,S3,4,S3T4,suburban,10,25,29,F,1
8,S3,4,S3T4,suburban,10,25,29,M,2
4,U1,1,U1T1,urban,10,25,29,F,2
4,U1,2,U1T2,urban,10,25,29,F,1
5,S2,1,S2T1,suburban,10,31,35,M,1
6,R1,3,R1T3,rural,10,31,35,M,1
8,S3,3,S3T3,suburban,10,31,35,F,2
2,R2,1,R2T1,rural,10,31,35,F,1
9,R3,2,R3T2,rural,10,31,35,F,1
9,R3,3,R3T3,rural,10,31,35,M,1
1,U3,1,U3T1,urban,10,31,35,F,1
1,U3,3,U3T3,urban,10,31,35,F,2
1,U3,1,U3T1,urban,11,1,36,F,1
1,U3,1,U3T1,urban,11,1,36,M,1
9,R3,4,R3T4,rural,11,1,36,M,2
2,R2,1,R2T1,rural,11,1,36,M,1
2,R2,1,R2T1,rural,11,1,36,F,1
5,S2,3,S2T3,suburban,11,1,36,F,1
4,U1,1,U1T1,urban,11,1,36,F,1
6,R1,1,R1T1,rural,11,1,36,M,1
6,R1,1,R1T1,rural,11,1,36,F,2
6,R1,2,R1T2,rural,11,1,36,M,1
6,R1,2,R1T2,rural,11,1,36,F,1
6,R1,4,R1T4,rural,11,1,36,F,1
2,R2,1,R2T1,rural,11,2,37,F,1
2,R2,3,R2T3,rural,11,2,37,M,1
2,R2,3,R2T3,rural,11,2,37,F,1
5,S2,3,S2T3,suburban,11,2,37,M,1
5,S2,4,S2T4,suburban,11,2,37,M,1
1,U3,3,U3T3,urban,11,2,37,M,1
8,S3,2,S3T2,suburban,11,2,37,F,1
