Site,Site_Code,Tray,Tray_Code,Class,Month,Day,Exp_Day,Sex,Num_Emerge
3,S1,2,S1T2,suburban,7,10,10,F,7
3,S1,2,S1T2,suburban,7,10,10,M,8
3,S1,3,S1T3,suburban,7,10,10,F,6
3,S1,3,S1T3,suburban,7,10,10,M,23
3,S1,4,S1T4,suburban,7,10,10,M,5
9,R3,1,R3T1,rural,7,11,11,M,6
9,R3,2,R3T2,rural,7,11,11,F,1
9,R3,2,R3T2,rural,7,11,11,M,10
9,R3,3,R3T3,rural,7,11,11,F,2
9,R3,3,R3T3,rural,7,11,11,M,6
9,R3,4,R3T4,rural,7,11,11,F,1
9,R3,4,R3T4,rural,7,11,11,M,3
6,R1,1,R1T1,rural,7,11,11,M,9
6,R1,1,R1T1,rural,7,11,11,F,1
6,R1,2,R1T2,rural,7,11,11,M,7
6,R1,2,R1T2,rural,7,11,11,F,2
6,R1,3,R1T3,rural,7,11,11,M,11
6,R1,3,R1T3,rural,7,11,11,F,2
6,R1,4,R1T4,rural,7,11,11,M,10
6,R1,4,R1T4,rural,7,11,11,F,2
5,S2,1,S2T1,suburban,7,11,11,M,29
5,S2,1,S2T1,suburban,7,11,11,F,6
5,S2,2,S2T2,suburban,7,11,11,M,10
5,S2,3,S2T3,suburban,7,11,11,M,13
5,S2,3,S2T3,suburban,7,11,11,F,1
5,S2,4,S2T4,suburban,7,11,11,M,6
5,S2,4,S2T4,suburban,7,11,11,F,1
8,S3,1,S3T1,suburban,7,11,11,M,28
8,S3,1,S3T1,suburban,7,11,11,F,3
8,S3,2,S3T2,suburban,7,11,11,M,14
8,S3,2,S3T2,suburban,7,11,11,F,1
8,S3,3,S3T3,suburban,7,11,11,M,10
8,S3,4,S3T4,suburban,7,11,11,M,16
8,S3,4,S3T4,suburban,7,11,11,F,1
7,U2,1,U2T1,urban,7,11,11,M,12
7,U2,1,U2T1,urban,7,11,11,F,4
7,U2,2,U2T2,urban,7,11,11,M,22
7,U2,2,U2T2,urban,7,11,11,F,2
7,U2,3,U2T3,urban,7,11,11,M,22
7,U2,3,U2T3,urban,7,11,11,F,12
7,U2,4,U2T4,urban,7,11,11,M,14
7,U2,4,U2T4,urban,7,11,11,F,13
4,U1,1,U1T1,urban,7,11,11,M,10
4,U1,1,U1T1,urban,7,11,11,F,2
4,U1,2,U1T2,urban,7,11,11,M,6
4,U1,3,U1T3,urban,7,11,11,M,8
4,U1,3,U1T3,urban,7,11,11,F,2
4,U1,4,U1T4,urban,7,11,11,M,9
1,U3,1,U3T1,urban,7,11,11,M,8
1,U3,2,U3T2,urban,7,11,11,M,3
1,U3,2,U3T2,urban,7,11,11,F,1
1,U3,3,U3T3,urban,7,11,11,M,7
1,U3,4,U3T4,urban,7,11,11,M,8
2,R2,1,R2T1,rural,7,11,11,M,3
2,R2,1,R2T1,rural,7,11,11,F,1
2,R2,2,R2T2,rural,7,11,11,M,7
2,R2,2,R2T2,rural,7,11,11,F,9
2,R2,3,R2T3,rural,7,11,11,M,10
2,R2,3,R2T3,rural,7,11,11,F,5
2,R2,4,R2T4,rural,7,11,11,M,10
2,R2,4,R2T4,rural,7,11,11,F,7
3,S1,1,S1T1,suburban,7,11,11,M,13
3,S1,1,S1T1,suburban,7,11,11,F,4
3,S1,2,S1T2,suburban,7,11,11,M,18
3,S1,2,S1T2,suburban,7,11,11,F,5
3,S1,3,S1T3,suburban,7,11,11,M,17
3,S1,3,S1T3,suburban,7,11,11,F,13
3,S1,4,S1T4,suburban,7,11,11,M,7
3,S1,4,S1T4,suburban,7,11,11,F,3
8,S3,1,S3T1,suburban,7,12,12,M,10
8,S3,1,S3T1,suburban,7,12,12,F,4
8,S3,2,S3T2,suburban,7,12,12,M,8
8,S3,2,S3T2,suburban,7,12,12,F,4
8,S3,3,S3T3,suburban,7,12,12,M,2
8,S3,3,S3T3,suburban,7,12,12,F,4
8,S3,4,S3T4,suburban,7,12,12,M,5
8,S3,4,S3T4,suburban,7,12,12,F,2
7,U2,1,U2T1,urban,7,12,12,M,2
7,U2,1,U2T1,urban,7,12,12,F,9
7,U2,2,U2T2,urban,7,12,12,M,7
7,U2,2,U2T2,urban,7,12,12,F,14
7,U2,3,U2T3,urban,7,12,12,M,3
7,U2,3,U2T3,urban,7,12,12,F,11
7,U2,4,U2T4,urban,7,12,12,M,4
7,U2,4,U2T4,urban,7,12,12,F,17
5,S2,1,S2T1,suburban,7,12,12,M,12
5,S2,1,S2T1,suburban,7,12,12,F,7
5,S2,2,S2T2,suburban,7,12,12,M,12
5,S2,2,S2T2,suburban,7,12,12,F,1
5,S2,3,S2T3,suburban,7,12,12,M,23
5,S2,3,S2T3,suburban,7,12,12,F,3
5,S2,4,S2T4,suburban,7,12,12,M,21
5,S2,4,S2T4,suburban,7,12,12,F,1
6,R1,1,R1T1,rural,7,12,12,M,15
6,R1,1,R1T1,rural,7,12,12,F,3
6,R1,2,R1T2,rural,7,12,12,M,10
6,R1,2,R1T2,rural,7,12,12,F,3
6,R1,3,R1T3,rural,7,12,12,M,9
6,R1,3,R1T3,rural,7,12,12,F,1
6,R1,4,R1T4,rural,7,12,12,M,9
6,R1,4,R1T4,rural,7,12,12,F,2
9,R3,1,R3T1,rural,7,12,12,M,4
9,R3,1,R3T1,rural,7,12,12,F,3
9,R3,2,R3T2,rural,7,12,12,M,5
9,R3,2,R3T2,rural,7,12,12,F,0
9,R3,3,R3T3,rural,7,12,12,M,2
9,R3,3,R3T3,rural,7,12,12,F,2
9,R3,4,R3T4,rural,7,12,12,M,4
9,R3,4,R3T4,rural,7,12,12,F,1
4,U1,1,U1T1,urban,7,12,12,M,3
4,U1,1,U1T1,urban,7,12,12,F,1
4,U1,2,U1T2,urban,7,12,12,M,3
4,U1,2,U1T2,urban,7,12,12,F,2
4,U1,3,U1T3,urban,7,12,12,M,5
4,U1,3,U1T3,urban,7,12,12,F,2
4,U1,4,U1T4,urban,7,12,12,M,9
4,U1,4,U1T4,urban,7,12,12,F,1
1,U3,1,U3T1,urban,7,12,12,M,15
1,U3,1,U3T1,urban,7,12,12,F,3
1,U3,2,U3T2,urban,7,12,12,M,8
1,U3,2,U3T2,urban,7,12,12,F,3
1,U3,3,U3T3,urban,7,12,12,M,6
1,U3,3,U3T3,urban,7,12,12,F,2
1,U3,4,U3T4,urban,7,12,12,M,6
1,U3,4,U3T4,urban,7,12,12,F,2
2,R2,1,R2T1,rural,7,12,12,M,7
2,R2,1,R2T1,rural,7,12,12,F,2
2,R2,2,R2T2,rural,7,12,12,M,7
2,R2,2,R2T2,rural,7,12,12,F,3
2,R2,3,R2T3,rural,7,12,12,M,10
2,R2,3,R2T3,rural,7,12,12,F,3
2,R2,4,R2T4,rural,7,12,12,M,16
2,R2,4,R2T4,rural,7,12,12,F,8
3,S1,1,S1T1,suburban,7,12,12,M,7
3,S1,1,S1T1,suburban,7,12,12,F,5
3,S1,2,S1T2,suburban,7,12,12,M,7
3,S1,2,S1T2,suburban,7,12,12,F,8
3,S1,3,S1T3,suburban,7,12,12,M,1
3,S1,3,S1T3,suburban,7,12,12,F,13
3,S1,4,S1T4,suburban,7,12,12,M,10
3,S1,4,S1T4,suburban,7,12,12,F,6
8,S3,1,S3T1,suburban,7,13,13,M,4
8,S3,1,S3T1,suburban,7,13,13,F,6
8,S3,2,S3T2,suburban,7,13,13,M,4
8,S3,2,S3T2,suburban,7,13,13,F,11
8,S3,3,S3T3,suburban,7,13,13,M,14
8,S3,3,S3T3,suburban,7,13,13,F,2
8,S3,4,S3T4,suburban,7,13,13,M,7
8,S3,4,S3T4,suburban,7,13,13,F,8
9,R3,1,R3T1,rural,7,13,13,M,1
9,R3,1,R3T1,rural,7,13,13,F,2
9,R3,2,R3T2,rural,7,13,13,M,4
9,R3,2,R3T2,rural,7,13,13,F,3
9,R3,3,R3T3,rural,7,13,13,M,3
9,R3,3,R3T3,rural,7,13,13,F,4
9,R3,4,R3T4,rural,7,13,13,M,5
9,R3,4,R3T4,rural,7,13,13,F,3
7,U2,1,U2T1,urban,7,13,13,M,1
7,U2,1,U2T1,urban,7,13,13,F,14
7,U2,2,U2T2,urban,7,13,13,M,2
7,U2,2,U2T2,urban,7,13,13,F,10
7,U2,3,U2T3,urban,7,13,13,M,1
7,U2,3,U2T3,urban,7,13,13,F,10
7,U2,4,U2T4,urban,7,13,13,M,2
7,U2,4,U2T4,urban,7,13,13,F,11
6,R1,1,R1T1,rural,7,13,13,M,14
6,R1,1,R1T1,rural,7,13,13,F,18
6,R1,2,R1T2,rural,7,13,13,M,8
6,R1,2,R1T2,rural,7,13,13,F,7
6,R1,3,R1T3,rural,7,13,13,M,6
6,R1,3,R1T3,rural,7,13,13,F,13
6,R1,4,R1T4,rural,7,13,13,M,6
6,R1,4,R1T4,rural,7,13,13,F,11
5,S2,1,S2T1,suburban,7,13,13,M,2
5,S2,1,S2T1,suburban,7,13,13,F,19
5,S2,2,S2T2,suburban,7,13,13,M,11
5,S2,2,S2T2,suburban,7,13,13,F,11
5,S2,3,S2T3,suburban,7,13,13,M,20
5,S2,3,S2T3,suburban,7,13,13,F,7
5,S2,4,S2T4,suburban,7,13,13,M,17
5,S2,4,S2T4,suburban,7,13,13,F,10
1,U3,1,U3T1,urban,7,13,13,M,4
1,U3,1,U3T1,urban,7,13,13,F,1
1,U3,2,U3T2,urban,7,13,13,M,7
1,U3,2,U3T2,urban,7,13,13,F,6
1,U3,3,U3T3,urban,7,13,13,M,3
1,U3,3,U3T3,urban,7,13,13,F,2
1,U3,4,U3T4,urban,7,13,13,M,3
1,U3,4,U3T4,urban,7,13,13,F,2
4,U1,1,U1T1,urban,7,13,13,M,2
4,U1,1,U1T1,urban,7,13,13,F,4
4,U1,2,U1T2,urban,7,13,13,M,5
4,U1,2,U1T2,urban,7,13,13,F,1
4,U1,3,U1T3,urban,7,13,13,M,5
4,U1,3,U1T3,urban,7,13,13,F,2
4,U1,4,U1T4,urban,7,13,13,M,16
4,U1,4,U1T4,urban,7,13,13,F,4
2,R2,1,R2T1,rural,7,13,13,M,7
2,R2,1,R2T1,rural,7,13,13,F,5
2,R2,2,R2T2,rural,7,13,13,M,6
2,R2,2,R2T2,rural,7,13,13,F,6
2,R2,3,R2T3,rural,7,13,13,M,1
2,R2,3,R2T3,rural,7,13,13,F,6
2,R2,4,R2T4,rural,7,13,13,M,7
2,R2,4,R2T4,rural,7,13,13,F,5
3,S1,1,S1T1,suburban,7,13,13,M,5
3,S1,1,S1T1,suburban,7,13,13,F,8
3,S1,2,S1T2,suburban,7,13,13,M,4
3,S1,2,S1T2,suburban,7,13,13,F,7
3,S1,3,S1T3,suburban,7,13,13,M,0
3,S1,3,S1T3,suburban,7,13,13,F,8
3,S1,4,S1T4,suburban,7,13,13,M,8
3,S1,4,S1T4,suburban,7,13,13,F,20
9,R3,1,R3T1,rural,7,14,14,M,2
9,R3,1,R3T1,rural,7,14,14,F,1
9,R3,2,R3T2,rural,7,14,14,M,2
9,R3,2,R3T2,rural,7,14,14,F,5
9,R3,3,R3T3,rural,7,14,14,M,4
9,R3,3,R3T3,rural,7,14,14,F,3
9,R3,4,R3T4,rural,7,14,14,M,6
9,R3,4,R3T4,rural,7,14,14,F,3
6,R1,1,R1T1,rural,7,14,14,M,2
6,R1,1,R1T1,rural,7,14,14,F,7
6,R1,2,R1T2,rural,7,14,14,M,1
6,R1,2,R1T2,rural,7,14,14,F,7
6,R1,3,R1T3,rural,7,14,14,M,3
6,R1,3,R1T3,rural,7,14,14,F,8
6,R1,4,R1T4,rural,7,14,14,M,5
6,R1,4,R1T4,rural,7,14,14,F,6
8,S3,1,S3T1,suburban,7,14,14,M,0
8,S3,1,S3T1,suburban,7,14,14,F,7
8,S3,2,S3T2,suburban,7,14,14,M,4
8,S3,2,S3T2,suburban,7,14,14,F,13
8,S3,3,S3T3,suburban,7,14,14,M,3
8,S3,3,S3T3,suburban,7,14,14,F,16
8,S3,4,S3T4,suburban,7,14,14,M,5
8,S3,4,S3T4,suburban,7,14,14,F,13
5,S2,1,S2T1,suburban,7,14,14,M,1
5,S2,1,S2T1,suburban,7,14,14,F,3
5,S2,2,S2T2,suburban,7,14,14,M,7
5,S2,2,S2T2,suburban,7,14,14,F,13
5,S2,3,S2T3,suburban,7,14,14,M,1
5,S2,3,S2T3,suburban,7,14,14,F,5
5,S2,4,S2T4,suburban,7,14,14,M,5
5,S2,4,S2T4,suburban,7,14,14,F,11
4,U1,1,U1T1,urban,7,14,14,M,0
4,U1,1,U1T1,urban,7,14,14,F,2
4,U1,2,U1T2,urban,7,14,14,M,4
4,U1,2,U1T2,urban,7,14,14,F,2
4,U1,3,U1T3,urban,7,14,14,M,8
4,U1,3,U1T3,urban,7,14,14,F,1
4,U1,4,U1T4,urban,7,14,14,M,8
4,U1,4,U1T4,urban,7,14,14,F,2
1,U3,1,U3T1,urban,7,14,14,M,4
1,U3,1,U3T1,urban,7,14,14,F,4
1,U3,2,U3T2,urban,7,14,14,M,3
1,U3,2,U3T2,urban,7,14,14,F,9
1,U3,3,U3T3,urban,7,14,14,M,10
1,U3,3,U3T3,urban,7,14,14,F,2
1,U3,4,U3T4,urban,7,14,14,M,1
1,U3,4,U3T4,urban,7,14,14,F,4
2,R2,1,R2T1,rural,7,14,14,M,4
2,R2,1,R2T1,rural,7,14,14,F,10
2,R2,2,R2T2,rural,7,14,14,M,8
2,R2,2,R2T2,rural,7,14,14,F,6
2,R2,3,R2T3,rural,7,14,14,M,2
2,R2,3,R2T3,rural,7,14,14,F,5
2,R2,4,R2T4,rural,7,14,14,M,1
2,R2,4,R2T4,rural,7,14,14,F,6
1,U3,1,U3T1,urban,7,15,15,M,1
1,U3,1,U3T1,urban,7,15,15,F,4
1,U3,2,U3T2,urban,7,15,15,M,1
1,U3,2,U3T2,urban,7,15,15,F,4
1,U3,3,U3T3,urban,7,15,15,M,4
1,U3,3,U3T3,urban,7,15,15,F,5
1,U3,4,U3T4,urban,7,15,15,M,4
1,U3,4,U3T4,urban,7,15,15,F,2
2,R2,1,R2T1,rural,7,15,15,M,2
2,R2,1,R2T1,rural,7,15,15,F,8
2,R2,2,R2T2,rural,7,15,15,M,2
2,R2,2,R2T2,rural,7,15,15,F,13
2,R2,3,R2T3,rural,7,15,15,M,4
2,R2,3,R2T3,rural,7,15,15,F,4
2,R2,4,R2T4,rural,7,15,15,M,0
2,R2,4,R2T4,rural,7,15,15,F,4
4,U1,1,U1T1,urban,7,15,15,M,4
4,U1,1,U1T1,urban,7,15,15,F,1
4,U1,2,U1T2,urban,7,15,15,M,4
4,U1,2,U1T2,urban,7,15,15,F,0
4,U1,3,U1T3,urban,7,15,15,M,1
4,U1,3,U1T3,urban,7,15,15,F,3
4,U1,4,U1T4,urban,7,15,15,M,11
4,U1,4,U1T4,urban,7,15,15,F,5
8,S3,1,S3T1,suburban,7,15,15,M,0
8,S3,1,S3T1,suburban,7,15,15,F,0
8,S3,2,S3T2,suburban,7,15,15,M,2
8,S3,2,S3T2,suburban,7,15,15,F,5
8,S3,3,S3T3,suburban,7,15,15,M,3
8,S3,3,S3T3,suburban,7,15,15,F,5
8,S3,4,S3T4,suburban,7,15,15,M,1
8,S3,4,S3T4,suburban,7,15,15,F,5
9,R3,1,R3T1,rural,7,15,15,M,6
9,R3,1,R3T1,rural,7,15,15,F,6
9,R3,2,R3T2,rural,7,15,15,M,4
9,R3,2,R3T2,rural,7,15,15,F,3
9,R3,3,R3T3,rural,7,15,15,M,6
9,R3,3,R3T3,rural,7,15,15,F,2
9,R3,4,R3T4,rural,7,15,15,M,8
9,R3,4,R3T4,rural,7,15,15,F,3
9,R3,1,R3T1,rural,7,16,16,M,1
9,R3,1,R3T1,rural,7,16,16,F,6
9,R3,2,R3T2,rural,7,16,16,M,5
9,R3,2,R3T2,rural,7,16,16,F,2
9,R3,3,R3T3,rural,7,16,16,M,4
9,R3,3,R3T3,rural,7,16,16,F,2
9,R3,4,R3T4,rural,7,16,16,M,7
9,R3,4,R3T4,rural,7,16,16,F,8
1,U3,1,U3T1,urban,7,16,16,M,3
1,U3,1,U3T1,urban,7,16,16,F,4
1,U3,2,U3T2,urban,7,16,16,M,2
1,U3,2,U3T2,urban,7,16,16,F,4
1,U3,3,U3T3,urban,7,16,16,M,1
1,U3,3,U3T3,urban,7,16,16,F,6
1,U3,4,U3T4,urban,7,16,16,M,4
1,U3,4,U3T4,urban,7,16,16,F,0
4,U1,1,U1T1,urban,7,16,16,M,7
4,U1,1,U1T1,urban,7,16,16,F,3
4,U1,2,U1T2,urban,7,16,16,M,6
4,U1,2,U1T2,urban,7,16,16,F,0
4,U1,3,U1T3,urban,7,16,16,M,4
4,U1,3,U1T3,urban,7,16,16,F,2
4,U1,4,U1T4,urban,7,16,16,M,7
4,U1,4,U1T4,urban,7,16,16,F,6
9,R3,1,R3T1,rural,7,17,17,M,6
9,R3,1,R3T1,rural,7,17,17,F,2
9,R3,2,R3T2,rural,7,17,17,M,1
9,R3,2,R3T2,rural,7,17,17,F,1
9,R3,3,R3T3,rural,7,17,17,M,6
9,R3,3,R3T3,rural,7,17,17,F,4
9,R3,4,R3T4,rural,7,17,17,M,7
9,R3,4,R3T4,rural,7,17,17,F,6
1,U3,1,U3T1,urban,7,17,17,M,1
1,U3,1,U3T1,urban,7,17,17,F,6
1,U3,2,U3T2,urban,7,17,17,M,1
1,U3,2,U3T2,urban,7,17,17,F,3
1,U3,3,U3T3,urban,7,17,17,M,0
1,U3,3,U3T3,urban,7,17,17,F,5
1,U3,4,U3T4,urban,7,17,17,M,2
1,U3,4,U3T4,urban,7,17,17,F,4
4,U1,1,U1T1,urban,7,17,17,M,2
4,U1,1,U1T1,urban,7,17,17,F,3
4,U1,2,U1T2,urban,7,17,17,M,4
4,U1,2,U1T2,urban,7,17,17,F,3
4,U1,3,U1T3,urban,7,17,17,M,1
4,U1,3,U1T3,urban,7,17,17,F,1
4,U1,4,U1T4,urban,7,17,17,M,2
4,U1,4,U1T4,urban,7,17,17,F,5
9,R3,1,R3T1,rural,7,18,18,M,4
9,R3,1,R3T1,rural,7,18,18,F,3
9,R3,2,R3T2,rural,7,18,18,M,2
9,R3,2,R3T2,rural,7,18,18,F,3
9,R3,3,R3T3,rural,7,18,18,M,1
9,R3,3,R3T3,rural,7,18,18,F,6
9,R3,4,R3T4,rural,7,18,18,M,1
9,R3,4,R3T4,rural,7,18,18,F,6
1,U3,1,U3T1,urban,7,18,18,M,0
1,U3,1,U3T1,urban,7,18,18,F,6
1,U3,2,U3T2,urban,7,18,18,M,1
1,U3,2,U3T2,urban,7,18,18,F,6
1,U3,3,U3T3,urban,7,18,18,M,0
1,U3,3,U3T3,urban,7,18,18,F,9
1,U3,4,U3T4,urban,7,18,18,M,1
1,U3,4,U3T4,urban,7,18,18,F,1
4,U1,1,U1T1,urban,7,18,18,M,3
4,U1,1,U1T1,urban,7,18,18,F,11
4,U1,2,U1T2,urban,7,18,18,M,1
4,U1,2,U1T2,urban,7,18,18,F,12
4,U1,3,U1T3,urban,7,18,18,M,3
4,U1,3,U1T3,urban,7,18,18,F,11
4,U1,4,U1T4,urban,7,18,18,M,2
4,U1,4,U1T4,urban,7,18,18,F,11
