Site,Site_Code,Tray,Tray_Code,Class,Month,Day,Exp_Day,Sex,Num_Emerge
8,S3,1,S3T1,suburban,7,18,18,M,0
8,S3,1,S3T1,suburban,7,18,18,F,0
8,S3,2,S3T2,suburban,7,18,18,M,0
8,S3,2,S3T2,suburban,7,18,18,F,1
8,S3,3,S3T3,suburban,7,18,18,M,2
8,S3,3,S3T3,suburban,7,18,18,F,5
8,S3,4,S3T4,suburban,7,18,18,M,0
8,S3,4,S3T4,suburban,7,18,18,F,1
6,R1,1,R1T1,rural,7,18,18,M,0
6,R1,1,R1T1,rural,7,18,18,F,5
6,R1,2,R1T2,rural,7,18,18,M,0
6,R1,2,R1T2,rural,7,18,18,F,2
6,R1,3,R1T3,rural,7,18,18,M,0
6,R1,3,R1T3,rural,7,18,18,F,1
6,R1,4,R1T4,rural,7,18,18,M,0
6,R1,4,R1T4,rural,7,18,18,F,1
5,S2,1,S2T1,suburban,7,18,18,M,0
5,S2,1,S2T1,suburban,7,18,18,F,1
5,S2,2,S2T2,suburban,7,18,18,M,0
5,S2,2,S2T2,suburban,7,18,18,F,0
5,S2,3,S2T3,suburban,7,18,18,M,0
5,S2,3,S2T3,suburban,7,18,18,F,1
5,S2,4,S2T4,suburban,7,18,18,M,0
5,S2,4,S2T4,suburban,7,18,18,F,1
1,U3,1,U3T1,urban,7,19,19,M,1
1,U3,1,U3T1,urban,7,19,19,F,1
1,U3,2,U3T2,urban,7,19,19,M,1
1,U3,2,U3T2,urban,7,19,19,F,6
1,U3,3,U3T3,urban,7,19,19,M,0
1,U3,3,U3T3,urban,7,19,19,F,3
1,U3,4,U3T4,urban,7,19,19,M,0
1,U3,4,U3T4,urban,7,19,19,F,7
8,S3,1,S3T1,suburban,7,19,19,M,0
8,S3,1,S3T1,suburban,7,19,19,F,0
8,S3,2,S3T2,suburban,7,19,19,M,1
8,S3,2,S3T2,suburban,7,19,19,F,1
8,S3,3,S3T3,suburban,7,19,19,M,0
8,S3,3,S3T3,suburban,7,19,19,F,0
8,S3,4,S3T4,suburban,7,19,19,M,0
8,S3,4,S3T4,suburban,7,19,19,F,1
2,R2,1,R2T1,rural,7,19,19,M,1
2,R2,1,R2T1,rural,7,19,19,F,1
2,R2,2,R2T2,rural,7,19,19,M,0
2,R2,2,R2T2,rural,7,19,19,F,0
2,R2,3,R2T3,rural,7,19,19,M,0
2,R2,3,R2T3,rural,7,19,19,F,0
2,R2,4,R2T4,rural,7,19,19,M,0
2,R2,4,R2T4,rural,7,19,19,F,0
3,S1,1,S1T1,suburban,7,19,19,M,0
3,S1,1,S1T1,suburban,7,19,19,F,1
3,S1,2,S1T2,suburban,7,19,19,M,0
3,S1,2,S1T2,suburban,7,19,19,F,0
3,S1,3,S1T3,suburban,7,19,19,M,0
3,S1,3,S1T3,suburban,7,19,19,F,0
3,S1,4,S1T4,suburban,7,19,19,M,0
3,S1,4,S1T4,suburban,7,19,19,F,0
5,S2,1,S2T1,suburban,7,19,19,M,1
5,S2,1,S2T1,suburban,7,19,19,F,0
5,S2,2,S2T2,suburban,7,19,19,M,0
5,S2,2,S2T2,suburban,7,19,19,F,0
5,S2,3,S2T3,suburban,7,19,19,M,1
5,S2,3,S2T3,suburban,7,19,19,F,1
5,S2,4,S2T4,suburban,7,19,19,M,0
5,S2,4,S2T4,suburban,7,19,19,F,0
6,R1,1,R1T1,rural,7,19,19,M,0
6,R1,1,R1T1,rural,7,19,19,F,2
6,R1,2,R1T2,rural,7,19,19,M,0
6,R1,2,R1T2,rural,7,19,19,F,1
6,R1,3,R1T3,rural,7,19,19,M,0
6,R1,3,R1T3,rural,7,19,19,F,0
6,R1,4,R1T4,rural,7,19,19,M,0
6,R1,4,R1T4,rural,7,19,19,F,1
4,U1,1,U1T1,urban,7,19,19,M,1
4,U1,1,U1T1,urban,7,19,19,F,5
4,U1,2,U1T2,urban,7,19,19,M,1
4,U1,2,U1T2,urban,7,19,19,F,19
4,U1,3,U1T3,urban,7,19,19,M,2
4,U1,3,U1T3,urban,7,19,19,F,9
4,U1,4,U1T4,urban,7,19,19,M,2
4,U1,4,U1T4,urban,7,19,19,F,9
7,U2,1,U2T1,urban,7,19,19,M,0
7,U2,1,U2T1,urban,7,19,19,F,0
7,U2,2,U2T2,urban,7,19,19,M,0
7,U2,2,U2T2,urban,7,19,19,F,0
7,U2,3,U2T3,urban,7,19,19,M,0
7,U2,3,U2T3,urban,7,19,19,F,0
7,U2,4,U2T4,urban,7,19,19,M,0
7,U2,4,U2T4,urban,7,19,19,F,0
9,R3,1,R3T1,rural,7,19,19,M,1
9,R3,1,R3T1,rural,7,19,19,F,6
9,R3,2,R3T2,rural,7,19,19,M,3
9,R3,2,R3T2,rural,7,19,19,F,4
9,R3,3,R3T3,rural,7,19,19,M,2
9,R3,3,R3T3,rural,7,19,19,F,4
9,R3,4,R3T4,rural,7,19,19,M,2
9,R3,4,R3T4,rural,7,19,19,F,5
4,U1,1,U1T1,urban,7,21,21,M,1
4,U1,1,U1T1,urban,7,21,21,F,5
4,U1,2,U1T2,urban,7,21,21,M,0
4,U1,2,U1T2,urban,7,21,21,F,3
4,U1,3,U1T3,urban,7,21,21,M,0
4,U1,3,U1T3,urban,7,21,21,F,4
4,U1,4,U1T4,urban,7,21,21,M,0
4,U1,4,U1T4,urban,7,21,21,F,9
8,S3,1,S3T1,suburban,7,21,21,M,0
8,S3,1,S3T1,suburban,7,21,21,F,1
8,S3,2,S3T2,suburban,7,21,21,M,0
8,S3,2,S3T2,suburban,7,21,21,F,0
8,S3,3,S3T3,suburban,7,21,21,M,0
8,S3,3,S3T3,suburban,7,21,21,F,0
8,S3,4,S3T4,suburban,7,21,21,M,0
8,S3,4,S3T4,suburban,7,21,21,F,0
6,R1,1,R1T1,rural,7,21,21,M,0
6,R1,1,R1T1,rural,7,21,21,F,0
6,R1,2,R1T2,rural,7,21,21,M,0
6,R1,2,R1T2,rural,7,21,21,F,0
6,R1,3,R1T3,rural,7,21,21,M,0
6,R1,3,R1T3,rural,7,21,21,F,0
6,R1,4,R1T4,rural,7,21,21,M,0
6,R1,4,R1T4,rural,7,21,21,F,1
1,U3,1,U3T1,urban,7,21,21,M,0
1,U3,1,U3T1,urban,7,21,21,F,1
1,U3,2,U3T2,urban,7,21,21,M,0
1,U3,2,U3T2,urban,7,21,21,F,0
1,U3,3,U3T3,urban,7,21,21,M,0
1,U3,3,U3T3,urban,7,21,21,F,0
1,U3,4,U3T4,urban,7,21,21,M,0
1,U3,4,U3T4,urban,7,21,21,F,1
9,R3,1,R3T1,rural,7,21,21,M,4
9,R3,1,R3T1,rural,7,21,21,F,2
9,R3,2,R3T2,rural,7,21,21,M,1
9,R3,2,R3T2,rural,7,21,21,F,6
9,R3,3,R3T3,rural,7,21,21,M,1
9,R3,3,R3T3,rural,7,21,21,F,5
9,R3,4,R3T4,rural,7,21,21,M,0
9,R3,4,R3T4,rural,7,21,21,F,2
1,U3,4,U3T4,urban,7,22,22,F,1
2,R2,1,R2T1,rural,7,22,22,F,1
6,R1,3,R1T3,rural,7,22,22,F,1
8,S3,2,S3T2,suburban,7,22,22,F,1
9,R3,1,R3T1,rural,7,22,22,M,0
9,R3,1,R3T1,rural,7,22,22,F,1
9,R3,2,R3T2,rural,7,22,22,M,0
9,R3,2,R3T2,rural,7,22,22,F,7
9,R3,3,R3T3,rural,7,22,22,M,1
9,R3,3,R3T3,rural,7,22,22,F,3
9,R3,4,R3T4,rural,7,22,22,M,0
9,R3,4,R3T4,rural,7,22,22,F,0
4,U1,1,U1T1,urban,7,22,22,M,0
4,U1,1,U1T1,urban,7,22,22,F,2
4,U1,2,U1T2,urban,7,22,22,M,0
4,U1,2,U1T2,urban,7,22,22,F,2
4,U1,3,U1T3,urban,7,22,22,M,0
4,U1,3,U1T3,urban,7,22,22,F,0
4,U1,4,U1T4,urban,7,22,22,M,1
4,U1,4,U1T4,urban,7,22,22,F,4
4,U1,1,U1T1,urban,7,23,23,M,1
4,U1,1,U1T1,urban,7,23,23,F,0
4,U1,2,U1T2,urban,7,23,23,M,1
4,U1,2,U1T2,urban,7,23,23,F,1
9,R3,2,R3T2,rural,7,23,23,M,0
9,R3,2,R3T2,rural,7,23,23,F,1
9,R3,3,R3T3,rural,7,23,23,M,0
9,R3,3,R3T3,rural,7,23,23,F,2
9,R3,4,R3T4,rural,7,23,23,M,0
9,R3,4,R3T4,rural,7,23,23,F,2
9,R3,2,R3T1,rural,7,24,24,M,0
9,R3,2,R3T1,rural,7,24,24,F,1
9,R3,3,R3T3,rural,7,24,24,M,0
9,R3,3,R3T3,rural,7,24,24,F,1
9,R3,4,R3T4,rural,7,24,24,M,0
9,R3,4,R3T4,rural,7,24,24,F,1
6,R1,3,R1T1,rural,7,24,24,M,1
4,U1,3,U1T3,urban,7,24,24,M,0
4,U1,3,U1T3,urban,7,24,24,F,1
4,U1,4,U1T4,urban,7,24,24,M,0
4,U1,4,U1T4,urban,7,24,24,F,1
4,U1,4,U1T4,urban,7,25,25,F,2
9,R3,2,R3T2,rural,7,25,25,F,1
9,R3,2,R3T4,rural,7,25,25,F,1
4,U1,4,U1T4,urban,7,26,26,F,1
